id	Question	Model answer	Acceptable?	text-davinci-003
11	who introduced the first chrismas tree to the ukQueen Charlotte	Yes	Yes, Queen Charlotte is correct.
11	who introduced the first chrismas tree to the ukNorth American Lutherans	No	No, the candidate is not correct. Charlotte of Mecklenburg-Strelitz, the wife of King George III, is credited with introducing the first Christmas tree to the UK in the late 18th century.
11	who introduced the first chrismas tree to the ukPrince Albert	No	No, the correct answer is Charlotte of Mecklenburg-Strelitz. Prince Albert was the husband of Queen Victoria and is credited with popularizing the Christmas tree in the UK.
11	who introduced the first chrismas tree to the ukCharlotte of Mecklenburg-Strelitz	Yes	Yes
11	who introduced the first chrismas tree to the ukcharlotte of mecklenburg - strelitz	Yes	Yes, the candidate is correct. Charlotte of Mecklenburg-Strelitz is credited with introducing the first Christmas tree to the UK.
11	who introduced the first chrismas tree to the ukPrince Albert, husband of Queen Victoria, is credited with introducing the first Christmas tree to the UK in 1841.	Yes	Yes, the candidate is correct.
12	who hit 6 sixes in an over in test cricketYuvraj Singh	No	No, the correct answer is Ravi Shastri or Garfield Sobers. Yuvraj Singh hit 6 sixes in an over in a T20 match, but not in a Test match.
12	who hit 6 sixes in an over in test cricketchris gayle	No	No, Chris Gayle has not hit 6 sixes in an over in Test cricket.
12	who hit 6 sixes in an over in test cricketMalcolm Nash	No	No, Malcolm Nash is not correct. The correct answer is Ravi Shastri or Garfield Sobers.
12	who hit 6 sixes in an over in test cricketindian cricketer yuvraj singh	No	No, the correct answer is Ravi Shastri or Garfield Sobers. Yuvraj Singh hit 6 sixes in an over in a Twenty20 International match, but not in a Test match.
12	who hit 6 sixes in an over in test cricketYuvraj Singh.	No	No, the correct answer is Ravi Shastri or Garfield Sobers. Yuvraj Singh hit 6 sixes in an over in a Twenty20 International match, but not in a Test match.
12	who hit 6 sixes in an over in test cricketHerschelle Gibbs	No	No, Herschelle Gibbs did not hit 6 sixes in an over in Test cricket. Ravi Shastri and Garfield Sobers are the only two players to have achieved this feat.
13	who is rose in the fall season 2Lena	No	No, the correct answer is Valene Kane.
13	who is rose in the fall season 2caity lotz	No	No, the correct answer is Valene Kane. Caity Lotz does not appear in the Fall Season 2.
13	who is rose in the fall season 2Rose is a new character introduced in the second season of the show Fall. She is a mysterious woman who is connected to the supernatural events occurring in the town.	Yes	Yes, that is correct.
13	who is rose in the fall season 2Lauren Cohan	No	No, Lauren Cohan does not play the character Rose in the Fall Season 2. Valene Kane plays the character Rose in the Fall Season 2.
13	who is rose in the fall season 2Christine White	No	No, the correct answer is Valene Kane.
13	who is rose in the fall season 2the headmistress Cinderella	No	No, the candidate is not correct. Rose in the Fall Season 2 is played by Valene Kane.
13	who is rose in the fall season 2Rose Leslie	No	No, the correct answer is Valene Kane. Rose Leslie plays the character of Gwen Dawson in the second season of the show.
13	who is rose in the fall season 2valene kane	Yes	Yes, the candidate is correct.
14	when was the letter j introduced to the alphabetLate 16th century	Yes	Yes, the candidate is correct. The letter J was introduced to the alphabet in the late 16th century, specifically in 1524 in Middle High German.
14	when was the letter j introduced to the alphabetfifteenth century	Yes	Yes, the letter J was introduced to the alphabet in the fifteenth century in Middle High German.
14	when was the letter j introduced to the alphabetby the fifteenth century	Yes	Yes, the letter J was introduced to the alphabet in the fifteenth century.
14	when was the letter j introduced to the alphabetthe 17th century	Yes	Yes, the letter J was introduced to the alphabet in the 17th century.
14	when was the letter j introduced to the alphabetthe 16th century	Yes	Yes, the letter J was introduced to the alphabet in the 16th century in Middle High German.
14	when was the letter j introduced to the alphabetThe letter J was introduced to the English alphabet in the 16th century.	Yes	Yes, the candidate is correct. The letter J was introduced to the English alphabet in the 16th century, around 1524.
15	what was the full name of the titanicrms titanic	Yes	Yes
15	what was the full name of the titanicRMS Titanic.	Yes	Yes, the candidate is correct.
15	what was the full name of the titanicTitan	No	No, the candidate is not correct. The correct answer is RMS Titanic.
15	what was the full name of the titanicSS Titanic	No	No, the candidate is not correct. The full name of the Titanic was RMS Titanic, which stands for Royal Mail Ship Titanic.
16	who made the poppies at tower of londonPaul Cummins and Tom Piper	Yes	Yes, the candidate is correct.
16	who made the poppies at tower of londonPaul Cummins	Yes	Yes, Paul Cummins is correct.
16	who made the poppies at tower of londonThe Poppy Factory	No	No, the candidate is not correct. The poppies at the Tower of London were designed by stage designer Tom Piper and ceramic artist Paul Cummins.
16	who made the poppies at tower of londonThe poppies at the Tower of London were created by artist Paul Cummins and designer Tom Piper.	Yes	Yes, the candidate is correct.
16	who made the poppies at tower of londonfoxs	No	No, the candidate is not correct. The correct answer is Tom Piper or Paul Cummins.
16	who made the poppies at tower of londontom piper	Yes	Yes, Tom Piper is correct.
17	what is mercy mercy me by marvin gaye aboutsorrow regarding environment	Yes	Yes, the candidate is correct. The song "Mercy Mercy Me (The Ecology)" by Marvin Gaye is about sorrow and concern for the environment.
17	what is mercy mercy me by marvin gaye aboutthe environment	Yes	Yes, the song "Mercy Mercy Me (The Ecology)" by Marvin Gaye is about sorrow regarding the environment.
17	what is mercy mercy me by marvin gaye aboutEnvironmental pollution and destruction of nature	Yes	Yes, the song "Mercy Mercy Me (The Ecology)" by Marvin Gaye is about environmental pollution and destruction of nature.
17	what is mercy mercy me by marvin gaye aboutenvironmental	Yes	Yes, the song "Mercy Mercy Me (The Ecology)" by Marvin Gaye is about sorrow regarding the environment.
17	what is mercy mercy me by marvin gaye aboutMercy Mercy Me (The Ecology) by Marvin Gaye is a song about the environmental destruction of the Earth and the need for conservation.	Yes	Yes, the candidate is correct.
17	what is mercy mercy me by marvin gaye aboutthe ecology	Yes	Yes, the song "Mercy Mercy Me (The Ecology)" by Marvin Gaye is about sorrow regarding the ecology.
18	when is the last time the jaguars won a playoff game2017	Yes	Yes
18	when is the last time the jaguars won a playoff gameThe Jacksonville Jaguars last won a playoff game on January 14, 2018, when they defeated the Pittsburgh Steelers 45-42 in the AFC Divisional Round.	Yes	Yes, the candidate is correct.
18	when is the last time the jaguars won a playoff gameJanuary 7, 2018	No	No, the correct answer is January 7, 2017.
18	when is the last time the jaguars won a playoff game2007	No	No, the Jaguars last won a playoff game in 2017.
18	when is the last time the jaguars won a playoff gameJanuary 14 , 2018	No	No, the correct answer is January 7, 2018.
19	who got the most rings in the nbaBill Russell, with 11 NBA championships.	Yes	Yes, Bill Russell won 11 NBA championships, the most of any player in NBA history.
19	who got the most rings in the nbabill russell	Yes	Yes
19	who got the most rings in the nbaBill Russell (11 rings)	Yes	Yes, Bill Russell won 11 NBA championships, the most of any player in NBA history.
20	where did the ancestors of the domestic goat originateThe ancestors of the domestic goat originated in the Middle East and Central Asia.	Yes	Yes, the candidate is correct. The ancestors of the domestic goat are believed to have originated in Iran, the Middle East, and Central Asia.
20	where did the ancestors of the domestic goat originatethe mountains of western Asia	Yes	Yes, the mountains of western Asia is the correct answer. The ancestors of the domestic goat are believed to have originated in the mountains of western Asia, particularly in Iran.
20	where did the ancestors of the domestic goat originateSouthwest Asia and Eastern Europe	Yes	Yes, Southwest Asia and Eastern Europe are the regions where the ancestors of the domestic goat originated.
20	where did the ancestors of the domestic goat originatewild goat of southwestern asia	Yes	Yes, the ancestors of the domestic goat originated from the wild goat of southwestern Asia, which includes Iran.
20	where did the ancestors of the domestic goat originateSouthwest Asia	Yes	Yes, Southwest Asia is the correct answer. The ancestors of the domestic goat originated in Southwest Asia, specifically in Iran.
20	where did the ancestors of the domestic goat originateeurasia	No	No, the correct answer is Iran.
21	who played major hochstetter in hogan's heroesWerner Klemperer.	Yes	Yes, Werner Klemperer played Major Hochstetter in Hogan's Heroes.
21	who played major hochstetter in hogan's heroeshoward caine	Yes	Yes
22	latest series of keeping up with the kardashiansThe latest series of Keeping Up with the Kardashians is Season 18.	Yes	Yes, the candidate is correct.
22	latest series of keeping up with the kardashiansRob & Chyna	No	No, the correct answer is Season 18.
22	latest series of keeping up with the kardashiansSeason 17	No	No, the latest series of Keeping Up with the Kardashians is Season 14.
22	latest series of keeping up with the kardashiansThe fifteenth season	No	No, the latest series of Keeping Up with the Kardashians is Season 14.
22	latest series of keeping up with the kardashians13th season	No	No, the latest series of Keeping Up with the Kardashians is the 14th season.
22	latest series of keeping up with the kardashiansseventh season	No	No, the latest series of Keeping Up with the Kardashians is Season 14.
23	who plays reggie the robot in justin's houseJustin Fletcher	No	No, Justin Fletcher does not play Reggie the Robot in Justin's House. Ben Faulks does.
23	who plays reggie the robot in justin's houseSteven "Steven" Kynman	No	No, the correct answer is Ben Faulks.
23	who plays reggie the robot in justin's housesteven ` ` steve'' kynman	No	No, the correct answer is Ben Faulks.
23	who plays reggie the robot in justin's houseSteven "Steve" Kynman	No	No, the correct answer is Ben Faulks.
23	who plays reggie the robot in justin's houseRobert James	No	No, Robert James is not the actor who plays Reggie the Robot in Justin's House. The actor is Ben Faulks.
23	who plays reggie the robot in justin's housecarly hannah chaikin	No	No, Carly Hannah Chaikin does not play Reggie the Robot in Justin's House.
23	who plays reggie the robot in justin's houseSteven Kynman	No	No, Steven Kynman does not play Reggie the Robot in Justin's House. Ben Faulks does.
23	who plays reggie the robot in justin's houseReggie De Leon plays Reggie the Robot in Justin's House.	No	No, Ben Faulks plays Reggie the Robot in Justin's House.
24	who wrote he ain't heavy he's my brother lyricsBobby Scott	Yes	Yes
24	who wrote he ain't heavy he's my brother lyricsThe lyrics to "He Ain't Heavy, He's My Brother" were written by Bobby Scott and Bob Russell.	Yes	Yes, the candidate is correct.
24	who wrote he ain't heavy he's my brother lyricsbob russell	Yes	Yes
25	where does the lincoln highway begin and endLincoln Park in San Francisco	Yes	Yes, the Lincoln Highway begins at Lincoln Park in San Francisco and ends in Times Square in New York City.
25	where does the lincoln highway begin and endThe Lincoln Highway begins in Times Square in New York City and ends in San Francisco, California.	Yes	Yes, the candidate is correct. The Lincoln Highway begins in Times Square in New York City and ends in Lincoln Park in San Francisco, California.
25	where does the lincoln highway begin and endkearney nebraska	No	No, the Lincoln Highway begins in Lincoln Park in San Francisco and ends in Times Square in New York City.
25	where does the lincoln highway begin and endTimes Square in New York City to Lincoln Park in San Francisco	Yes	Yes, the Lincoln Highway begins in Times Square in New York City and ends in Lincoln Park in San Francisco.
25	where does the lincoln highway begin and endTimes Square	No	No, the Lincoln Highway begins in Lincoln Park in San Francisco and ends in Times Square in New York City.
26	when was son of a preacher man releasedSeptember 1968	No	No, the song "Son of a Preacher Man" was released in late 1968 or November 8, 1968.
26	when was son of a preacher man releasedSon of a Preacher Man was released in 1968 by Dusty Springfield.	Yes	Yes, that is correct.
26	when was son of a preacher man released1968	Yes	Yes, the song was released in 1968.
27	created propaganda to support the war effort & encourage the sale of war bondsWilliam Gibbs McAdoo	Yes	Yes, William Gibbs McAdoo was the United States Secretary of the Treasury from 1913 to 1918 and was responsible for creating propaganda to support the war effort and encourage the sale of war bonds.
27	created propaganda to support the war effort & encourage the sale of war bondswar advertising board	Yes	Yes, the War Advertising Board was created to produce propaganda to support the war effort and encourage the sale of war bonds.
27	created propaganda to support the war effort & encourage the sale of war bondsThe Committee on Public Information	Yes	Yes, the Committee on Public Information was a government agency created to promote the sale of war bonds and to generate support for the war effort during World War I.
27	created propaganda to support the war effort & encourage the sale of war bondsThe War Advertising Board	Yes	Yes, the War Advertising Board was created by the government to create propaganda to support the war effort and encourage the sale of war bonds.
27	created propaganda to support the war effort & encourage the sale of war bondsThe United States government created propaganda to support the war effort and encourage the sale of war bonds during World War II.	Yes	Yes, the candidate is correct.
28	what does ss stand for on naval shipsSubmarine	No	No, the candidate is not correct.
28	what does ss stand for on naval shipsSS stands for "Steam Ship" on naval ships.	No	No, the correct answer is Single-screw Steamship.
28	what does ss stand for on naval shipsUnited States Ship	No	No, the candidate is not correct. The acronym "SS" stands for "Single-screw Steamship" and is used to refer to a type of naval ship.
28	what does ss stand for on naval shipsdestroyer escort	No	No, the candidate is not correct. The acronym "SS" stands for "Single-screw Steamship" and is used to refer to a type of naval ship that is powered by a single propeller. Destroyer escorts are a type of naval ship, but they are not referred to as "SS".
28	what does ss stand for on naval shipssubmarine specialist	No	No, the candidate is not correct. SS stands for "Steam Ship" or "Screw Steamer" on naval ships.
28	what does ss stand for on naval shipssteamship	No	No, the correct answer is Single-screw Steamship.
28	what does ss stand for on naval shipsSteam Ship	No	No, the correct answer is Single-screw Steamship.
29	india south africa test series 2018 highest runsVirat Kohli scored the highest runs in the India-South Africa Test series in 2018 with 558 runs.	Yes	Yes, the candidate is correct. Virat Kohli scored the highest runs in the India-South Africa Test series in 2018 with 558 runs.
29	india south africa test series 2018 highest runs558	No	No, the correct answer is AB de Villiers with 286 runs.
29	india south africa test series 2018 highest runs296	No	No, the correct answer is AB de Villiers with 286 runs.
29	india south africa test series 2018 highest runsVirat Kohli ( India ) - 558 runs	No	No, the correct answer is AB de Villiers with 286 runs. Virat Kohli scored 558 runs in the 2018 India-South Africa Test series, but that was the highest runs scored by any player in the series.
30	who is the lead singer of depeche modeDave Gahan.	Yes	Yes, Dave Gahan is the correct answer.
30	who is the lead singer of depeche modeDave Gahan	Yes	Yes
31	where does the show the path take placeupstate new york	Yes	Yes
31	where does the show the path take placePeru	No	No, the show The Path takes place in Upstate New York, not Peru.
31	where does the show the path take placeThe Path is an American drama television series created by Jessica Goldberg and starring Aaron Paul, Michelle Monaghan, and Hugh Dancy. It takes place in upstate New York.	Yes	Yes, the candidate is correct.
31	where does the show the path take placeParksdale, Long Island	No	No, the show The Path takes place in Upstate New York, not Parksdale, Long Island.
32	who won the wwe championship elimination chamber 2018Roman Reigns	Yes	Yes, Roman Reigns won the WWE Championship Elimination Chamber 2018.
32	who won the wwe championship elimination chamber 2018Alexa Bliss	No	No, Alexa Bliss did not win the WWE Championship Elimination Chamber 2018. Roman Reigns was the winner.
32	who won the wwe championship elimination chamber 2018The 2018 WWE Championship Elimination Chamber was won by Alexa Bliss.	No	No, the 2018 WWE Championship Elimination Chamber was won by Roman Reigns.
33	who played the female lead in the 1942 film casablancaIngrid Bergman.	Yes	Yes, the candidate is correct. Ingrid Bergman played the female lead in the 1942 film Casablanca.
33	who played the female lead in the 1942 film casablancaIngrid Bergman	Yes	Yes
34	when did teenage mutant ninja turtles come outAugust 8, 2014	No	No, the candidate is not correct. The Teenage Mutant Ninja Turtles first appeared in 1984.
34	when did teenage mutant ninja turtles come outMarch 30 1990	No	No, the Teenage Mutant Ninja Turtles first appeared in 1984.
34	when did teenage mutant ninja turtles come outThe Teenage Mutant Ninja Turtles first appeared in an American comic book published in May 1984.	Yes	Yes, the candidate is correct.
34	when did teenage mutant ninja turtles come outMay 1984	Yes	Yes, the Teenage Mutant Ninja Turtles first appeared in May 1984.
34	when did teenage mutant ninja turtles come out1984	Yes	Yes
35	who turns into a bear in the hobbitBeorn	Yes	Yes, the candidate is correct.
35	who turns into a bear in the hobbitBeorn.	Yes	Yes, the candidate is correct.
36	what is the setting of the book hootan unnamed fantasy world	No	No, the setting of the book Hoot is Florida.
36	what is the setting of the book hootCoconut Cove, Florida	Yes	Yes, Coconut Cove, Florida is the setting of the book Hoot.
36	what is the setting of the book hootflorida	Yes	Yes, the candidate is correct. The setting of the book Hoot is Florida.
36	what is the setting of the book hootThe setting of the book Hoot is Florida.	Yes	Yes, the candidate is correct.
36	what is the setting of the book hootCoconut Cove , Florida	Yes	Yes, Coconut Cove, Florida is the correct setting of the book Hoot.
37	when did michael jordan return to the nbaMarch 1995	Yes	Yes
37	when did michael jordan return to the nbaMichael Jordan returned to the NBA in 1995.	Yes	Yes, the candidate is correct.
37	when did michael jordan return to the nba2001–02	Yes	Yes, the correct answer is 2001.
37	when did michael jordan return to the nbaMarch 18 , 1995	Yes	Yes, the candidate is correct.
38	when was the miraculous journey of edward tulane published2006	Yes	Yes, the Miraculous Journey of Edward Tulane was published in 2006.
38	when was the miraculous journey of edward tulane publishedThe Miraculous Journey of Edward Tulane was published in 2006.	Yes	Yes, the candidate is correct.
39	who has the most 70 point games in nba historyDavid Robinson	No	No, David Robinson does not have the most 70 point games in NBA history. Wilt Chamberlain holds the record with 32 70-point games.
39	who has the most 70 point games in nba historywilt chamberlain	Yes	Yes
39	who has the most 70 point games in nba historyDavid Thompson	No	No, the correct answer is Wilt Chamberlain, Devin Booker, or Michael Jordan.
39	who has the most 70 point games in nba historyWilt Chamberlain has the most 70 point games in NBA history with 32.	Yes	Yes, the candidate is correct.
39	who has the most 70 point games in nba historyKareem Abdul-Jabbar	No	No, Kareem Abdul-Jabbar does not have the most 70 point games in NBA history. Wilt Chamberlain holds the record with 32 70-point games.
40	where is the slide placed on the microscopeThe slide is placed on the stage of the microscope.	Yes	Yes, the candidate is correct.
40	where is the slide placed on the microscopestage	Yes	Yes, the candidate is correct.
40	where is the slide placed on the microscopeOn the stage	Yes	Yes, the candidate is correct.
41	what is the oasis in ready player onevirtual reality	No	No, the correct answer is "the OASIS", which is a virtual reality simulator.
41	what is the oasis in ready player onevirtual reality entertainment universe	No	No, the correct answer is "the Oasis", which is a virtual reality simulator.
41	what is the oasis in ready player oneA virtual reality world	Yes	Yes, the oasis in Ready Player One is a virtual reality world.
41	what is the oasis in ready player oneThe Oasis in Ready Player One is a virtual reality world created by James Halliday. It is a massive online universe where people can interact, play games, and explore.	Yes	Yes, the candidate is correct.
41	what is the oasis in ready player oneparzival	No	No, the correct answer is the OASIS, a virtual reality world created by James Halliday.
42	who was involved in the mapp vs ohio caseDolly Mapp	Yes	Yes, the candidate is correct.
42	who was involved in the mapp vs ohio caseEdward Keeling	No	No, the correct answer is Dollree Mapp. Edward Keeling was not involved in the Mapp v. Ohio case.
42	who was involved in the mapp vs ohio casedollree mapp	Yes	Yes, the candidate is correct. Dollree Mapp was the plaintiff in the Mapp v. Ohio case.
42	who was involved in the mapp vs ohio casePotter Stewart	No	No, Potter Stewart was not involved in the Mapp v. Ohio case. The case was argued by Ohio Assistant Attorney General Louis J. Schneider and Cleveland attorney Loren Miller for Mapp.
42	who was involved in the mapp vs ohio caseUnited States	No	No, the candidate is not correct. The Mapp v. Ohio case was a landmark Supreme Court decision in 1961 that established the exclusionary rule, which prohibits the use of illegally obtained evidence in criminal trials. The case was brought by Dollree Mapp, who was arrested for possession of obscene materials.
42	who was involved in the mapp vs ohio caseThe Mapp v. Ohio case was a landmark decision by the United States Supreme Court in 1961 that held that evidence obtained in violation of the Fourth Amendment, which protects against unreasonable searches and seizures, could not be used in state criminal prosecutions. The case was brought by Dollree Mapp, who was convicted of possessing obscene materials after police officers searched her home without a warrant.	Yes	Yes, the candidate is correct.
42	who was involved in the mapp vs ohio casedon king	No	No, Don King was not involved in the Mapp v. Ohio case.
43	who is known as the father of indian constitutionbhimrao ramji ambedkar	Yes	Yes, the candidate is correct.
43	who is known as the father of indian constitutionDr. B.R. Ambedkar is known as the father of the Indian Constitution.	Yes	Yes, the candidate is correct.
43	who is known as the father of indian constitutionB. R. Ambedkar	Yes	Yes, the candidate is correct.
44	where did this case of product tampering occurTylenol	No	No, the case of product tampering occurred in the Chicago metropolitan area in 1982, but it involved Tylenol capsules.
44	where did this case of product tampering occurthe bottling plant	No	No, the candidate is not correct. The case of product tampering occurred in the Chicago metropolitan area, not at a bottling plant.
44	where did this case of product tampering occurUnknown.	No	No, the candidate is not correct. The case of product tampering occurred in the Chicago suburb of Streamwood, Illinois.
44	where did this case of product tampering occurthe United States	No	No, the candidate is not correct. The case of product tampering occurred in the Chicago metropolitan area, which is a specific region within the United States.
44	where did this case of product tampering occurus	No	No, the candidate is not correct. The correct answer is the Chicago metropolitan area.
44	where did this case of product tampering occurunited states	Yes	Yes, the Chicago metropolitan area is located in the United States.
44	where did this case of product tampering occurThe Bay Area Laboratory Co-operative	No	No, the candidate is not correct. The case of product tampering occurred in the Chicago metropolitan area.
44	where did this case of product tampering occurnever solved	No	No, the candidate is not correct. The case of product tampering occurred in the Chicago metropolitan area in 1982.
45	who plays rachel on jessie punch dumped loveKristen Bell	No	No, Kristen Bell does not play Rachel on Jessie Punch Dumped Love. Isabella Palmieri does.
45	who plays rachel on jessie punch dumped loveUnknown.	No	No, the correct answer is Peyton List.
45	who plays rachel on jessie punch dumped loveEmily Watson	No	No, Emily Watson does not play Rachel on Jessie Punch Dumped Love. Isabella Palmieri does.
45	who plays rachel on jessie punch dumped loveDebby Ryan	No	No, Debby Ryan does not play Rachel on Jessie Punch Dumped Love. Isabella Palmieri does.
45	who plays rachel on jessie punch dumped loveRachel Wilson	No	No, Rachel Wilson does not play Rachel on Jessie Punch Dumped Love. Isabella Palmieri does.
45	who plays rachel on jessie punch dumped loveBre Blair	No	No, Bre Blair does not play Rachel on Jessie Punch Dumped Love. Isabella Palmieri does.
45	who plays rachel on jessie punch dumped loveSarah Ann McKinnon	No	No, Sarah Ann McKinnon does not play Rachel on Jessie Punch Dumped Love. Isabella Palmieri does.
45	who plays rachel on jessie punch dumped loveRachel Fielding	No	No, Rachel Fielding does not play Rachel on Jessie Punch Dumped Love. Isabella Palmieri does.
45	who plays rachel on jessie punch dumped loveeva bourne	No	No, Eva Bourne does not play Rachel on Jessie Punch Dumped Love. Isabella Palmieri does.
45	who plays rachel on jessie punch dumped loveszohr	No	No, the correct answer is Isabella Palmieri.
46	when did mcgee became a regular on ncisseason two	Yes	Yes, the candidate is correct.
46	when did mcgee became a regular on ncisMcGee became a regular on NCIS in the show's third season, which premiered in September 2005.	Yes	Yes, the candidate is correct.
46	when did mcgee became a regular on ncisSeason 3	No	No, the correct answer is Season 2.
47	when did american idol end the first timeApril 7, 2016	Yes	Yes, the candidate is correct. American Idol ended for the first time on April 7, 2016.
